ORIG_FID,SIA2024BuildingType,BuildingAge,GlazingRatio
9970,SFH,1980,35
9971,SFH,1902,29
9972,SFH,1966,18
9973,SFH,1938,48
9974,SFH,1949,39
9975,SFH,1953,32
9976,SFH,1927,11
9977,SFH,1912,43
9978,SFH,1916,21
9979,SFH,1965,57
9980,SFH,1944,48
9981,SFH,1965,13
9982,SFH,2012,16
9983,SFH,2015,46
9984,SFH,1987,33
9985,SFH,1976,39
9986,SFH,2000,59
9987,SFH,1944,33
9988,SFH,1936,29
9989,SFH,1936,37
9990,SFH,1930,12
9991,SFH,1964,29
9992,SFH,1957,44
9993,SFH,1954,33
9994,SFH,1907,57
9995,SFH,1994,24
9996,SFH,1910,58
9997,SFH,1933,56
9998,SFH,1911,32
9999,SFH,1935,51
10000,SFH,1971,45
10001,SFH,1999,20
10002,SFH,2010,51
10003,SFH,1993,41
10004,SFH,1950,17
10005,SFH,2013,38
10006,SFH,1919,51
10007,SFH,1978,55
10008,SFH,2014,51
10009,SFH,1999,55
10010,SFH,1944,10
10011,SFH,1988,39
10012,SFH,1993,12
10013,SFH,1906,17
10014,SFH,1902,53
10015,SFH,1993,45
10016,SFH,1962,38
10017,SFH,2016,23
10018,SFH,1966,20
10019,SFH,1934,36
10020,SFH,1992,25
10021,SFH,1917,22
10022,SFH,1949,24
10023,SFH,2017,10
10024,SFH,1926,25
10025,SFH,1952,59
10026,SFH,2003,45
10027,SFH,1927,13
10028,SFH,1989,20
10029,SFH,1913,40
10030,SFH,1901,34
10031,SFH,1928,44
10032,SFH,1911,30
10033,SFH,1958,43
10034,SFH,2017,41
10035,SFH,1932,38
10036,SFH,1928,33
10037,SFH,1982,27
10038,SFH,2004,38
10039,SFH,1943,48
10040,SFH,1945,18
10041,SFH,1997,22
10042,SFH,1951,35
10043,SFH,1965,30
10044,SFH,1953,20
10045,SFH,1988,50
10046,SFH,1998,58
10047,SFH,2009,36
10048,SFH,2000,40
10049,SFH,1979,58
10050,SFH,1943,23
10051,SFH,1985,24
10052,SFH,1963,36
10053,SFH,1902,49
10054,SFH,1983,32
10055,SFH,1968,32
10056,SFH,1964,34
10057,SFH,1948,32
10058,SFH,1937,31
10059,SFH,1995,26
10060,SFH,1937,33
10061,SFH,1939,41
10062,SFH,1974,45
10063,SFH,1994,28
10064,SFH,1969,42
10065,SFH,1945,13
10066,SFH,1979,11
10067,SFH,1994,15
10068,SFH,1959,10
10069,SFH,1969,38
10070,SFH,1980,12
10071,SFH,1955,34
10072,SFH,1949,30
10073,SFH,1933,40
10074,SFH,2017,17
10075,SFH,1986,27
10076,SFH,1947,38
10077,SFH,1940,45
10078,SFH,1961,21
10079,SFH,1994,41
10080,SFH,2009,21
10081,SFH,1904,21
10082,SFH,2003,32
10083,SFH,1939,27
10084,SFH,1946,50
10085,SFH,2009,20
10086,SFH,1924,19
10087,SFH,1992,47
10088,SFH,1949,36
10089,SFH,1948,31
10090,SFH,1952,12
10091,SFH,1992,45
10092,SFH,1927,35
10093,SFH,1927,48
10094,SFH,1936,11
10095,SFH,1944,54
10096,SFH,1993,16
10097,SFH,2010,36
10098,SFH,1997,51
10099,SFH,1949,51
10100,SFH,1928,58
10101,SFH,1901,48
10102,SFH,2019,41
10103,SFH,1998,13
10104,SFH,2007,52
10105,SFH,1940,12
10106,SFH,1961,29
10107,SFH,1947,44
10108,SFH,1954,23
10109,SFH,1993,57
10110,SFH,1946,14
10111,SFH,1911,55
10112,SFH,1923,18
10113,SFH,2000,19
10114,SFH,1967,29
10115,SFH,2009,44
10116,SFH,1902,12
10117,SFH,1920,36
10118,SFH,2003,16
10119,SFH,2009,49
10120,SFH,1901,24
10121,SFH,2005,38
10122,SFH,1948,37
10123,SFH,1937,45
10124,SFH,1902,44
10125,SFH,1947,34
10126,SFH,1902,24
10127,SFH,1941,50
10128,SFH,1934,48
10129,SFH,1938,52
10130,SFH,1987,50
10131,SFH,1926,30
10132,SFH,1967,44
10133,SFH,1904,19
10134,SFH,1989,20
10135,SFH,1997,16
10136,SFH,1931,12
10137,SFH,1952,16
10138,SFH,1944,18
10139,SFH,1955,51
10140,SFH,1928,13
10141,SFH,1926,12
10142,SFH,1905,48
10143,SFH,1948,31
10144,SFH,1907,14
10145,SFH,1979,22
10146,SFH,1955,13
10147,SFH,1940,23
10148,SFH,1965,26
10149,SFH,1969,49
10150,SFH,1901,29
10151,SFH,1911,51
10152,SFH,1993,25
10153,SFH,2011,17
10154,SFH,1948,53
10155,SFH,1915,37
10156,SFH,1951,27
10157,SFH,1967,24
10158,SFH,1933,38
10159,SFH,2019,25
10160,SFH,2006,57
10161,SFH,1917,56
10162,SFH,1964,14
10163,SFH,1903,49
10164,SFH,2001,23
10165,SFH,1908,55
10166,SFH,2001,11
10167,SFH,2015,50
10168,SFH,1946,40
10169,SFH,1972,54
10170,SFH,1918,51
10171,SFH,2004,12
10172,SFH,1968,12
10173,SFH,1920,21
10174,SFH,1978,36
10175,SFH,1913,39
10176,SFH,1962,23
10177,SFH,1957,57
10178,SFH,1972,42
10179,SFH,1990,56
10180,SFH,2012,18
10181,SFH,1977,20
10182,SFH,1989,22
10183,SFH,1900,31
10184,SFH,1933,22
10185,SFH,1978,12
10186,SFH,1927,36
10187,SFH,2014,43
10188,SFH,2016,32
10189,SFH,1945,29
10190,SFH,1926,34
10191,SFH,1957,30
10192,SFH,2007,25
10193,SFH,1949,42
10194,SFH,2010,52
10195,SFH,1974,45
10196,SFH,1978,25
10197,SFH,1920,28
10198,SFH,1999,45
10199,SFH,2012,59
10200,SFH,1949,47
10201,SFH,1967,45
10202,SFH,1968,11
10203,SFH,1944,12
10204,SFH,1965,49
10205,SFH,1942,24
10206,SFH,1951,29
10207,SFH,1976,23
10208,SFH,1970,57
10209,SFH,1940,25
10210,SFH,1967,34
10211,SFH,1978,47
10212,SFH,1960,17
10213,SFH,1997,10
10214,SFH,1952,13
10215,SFH,1936,33
10216,SFH,1965,48
10217,SFH,1902,15
10218,SFH,1979,35
10219,SFH,1912,56
10220,SFH,1912,43
10221,SFH,1901,13
10222,SFH,1969,22
10223,SFH,1996,56
10224,SFH,2012,20
10225,SFH,1960,37
10226,SFH,2014,29
10227,SFH,2008,51
10228,SFH,1929,36
10229,SFH,1978,43
10230,SFH,1997,56
10231,SFH,1923,35
10232,SFH,1908,51
10233,SFH,1907,51
10234,SFH,2004,26
10235,SFH,1922,27
10236,SFH,1976,57
10237,SFH,1998,29
10238,SFH,1971,17
10239,SFH,1907,51
10240,SFH,2010,24
10241,SFH,1971,48
10242,SFH,1949,20
10243,SFH,1940,37
10244,SFH,1937,19
10245,SFH,1983,41
10246,SFH,1969,17
10247,SFH,1995,31
10248,SFH,1952,54
10249,SFH,2014,43
10250,SFH,1955,45
10251,SFH,1944,10
10252,SFH,2000,57
10253,SFH,1971,26
10254,SFH,2015,19
10255,SFH,1915,47
10256,SFH,1979,32
10257,SFH,1902,50
10258,SFH,1924,42
10259,SFH,1981,33
10260,SFH,1955,39
10261,SFH,1983,30
10262,SFH,1982,37
10263,SFH,1977,50
10264,SFH,2013,27
10265,SFH,1953,57
10266,SFH,1914,41
10267,SFH,1928,31
10268,SFH,1997,55
10269,SFH,2001,58
10270,SFH,2017,55
10271,SFH,2008,27
10272,SFH,1914,14
10273,SFH,1972,56
10274,SFH,1948,52
10275,SFH,1928,26
10276,SFH,1912,38
10277,SFH,1953,59
10278,SFH,1950,23
10279,SFH,1953,38
10280,SFH,1949,40
10281,SFH,1994,49
10282,SFH,1989,20
10283,SFH,1951,40
10284,SFH,1900,45
10285,SFH,1956,52
10286,SFH,1977,17
10287,SFH,1941,55
10288,SFH,1970,35
10289,SFH,1955,57
10290,SFH,1929,57
10291,SFH,1983,46
10292,SFH,2012,23
10293,SFH,2007,39
10294,SFH,2008,53
10295,SFH,1976,49
10296,SFH,1982,27
10297,SFH,1954,26
10298,SFH,2009,34
10299,SFH,1912,46
10300,SFH,1981,16
10301,SFH,2008,11
10302,SFH,2000,46
10303,SFH,1916,18
10304,SFH,1921,33
10305,SFH,2017,46
10306,SFH,1910,50
10307,SFH,2019,11
10308,SFH,1973,51
10309,SFH,1981,32
10310,SFH,2000,30
10311,SFH,2005,55
10312,SFH,2012,36
10313,SFH,1993,45
10314,SFH,1939,22
10315,SFH,1969,24
10316,SFH,1967,44
10317,SFH,1953,48
10318,SFH,1959,32
10319,SFH,1979,26
10320,SFH,1947,20
10321,SFH,1939,14
10322,SFH,1972,34
10323,SFH,1952,18
10324,SFH,1953,24
10325,SFH,1951,47
10326,SFH,2017,32
10327,SFH,1914,54
10328,SFH,1937,12
10329,SFH,1957,33
10330,SFH,1983,26
10331,SFH,1937,40
10332,SFH,1962,36
10333,SFH,1934,17
10334,SFH,1933,45
10335,SFH,2015,55
10336,SFH,2019,33
10337,SFH,1963,45
10338,SFH,1950,46
10339,SFH,1937,22
10340,SFH,1982,34
10341,SFH,1945,30
10342,SFH,1927,48
10343,SFH,1985,20
10344,SFH,1988,59
10345,SFH,1934,42
10346,SFH,1938,18
10347,SFH,1999,27
10348,SFH,1933,36
10349,SFH,1926,37
10350,SFH,1928,21
10351,SFH,1981,34
10352,SFH,1993,30
10353,SFH,1902,39
10354,SFH,1956,16
10355,SFH,1961,59
10356,SFH,1915,11
10357,SFH,1975,48
10358,SFH,1978,28
10359,SFH,1973,48
10360,SFH,1902,15
10361,SFH,1927,49
10362,SFH,1941,25
10363,SFH,2000,49
10364,SFH,1970,35
10365,SFH,1952,27
10366,SFH,2006,35
10367,SFH,1938,43
10368,SFH,1978,55
10369,SFH,1930,42
10370,SFH,1958,45
10371,SFH,1919,15
10372,SFH,1982,21
10373,SFH,1976,28
10374,SFH,1927,14
10375,SFH,1963,37
10376,SFH,1933,15
10377,SFH,1917,48
10378,SFH,1922,14
10379,SFH,2014,42
10380,SFH,1934,39
10381,SFH,1982,18
10382,SFH,1925,52
10383,SFH,2011,58
10384,SFH,1950,54
10385,SFH,2011,46
10386,SFH,2000,37
10387,SFH,1962,21
10388,SFH,1993,25
10389,SFH,1912,25
10390,SFH,2014,42
10391,SFH,1920,51
10392,SFH,1935,39
10393,SFH,2017,44
10394,SFH,1911,24
10395,SFH,1991,23
10396,SFH,1974,29
10397,SFH,1928,18
10398,SFH,1918,15
10399,SFH,1974,52
10400,SFH,2008,27
10401,SFH,1953,10
10402,SFH,1926,24
10403,SFH,1900,14
10404,SFH,1973,25
10405,SFH,1978,39
10406,SFH,1965,31
10407,SFH,1983,33
10408,SFH,1992,31
10409,SFH,2018,42
10410,SFH,1950,46
10411,SFH,1913,51
10412,SFH,1974,47
10413,SFH,1959,39
10414,SFH,1921,44
10415,SFH,1916,26
10416,SFH,1957,31
10417,SFH,1909,53
10418,SFH,1956,48
10419,SFH,1909,59
10420,SFH,1907,56
10421,SFH,1986,16
10422,SFH,1963,24
10423,SFH,1957,33
10424,SFH,1906,42
10425,SFH,1936,27
10426,SFH,1905,56
10427,SFH,1986,15
10428,SFH,1991,21
10429,SFH,1937,58
10430,SFH,1906,29
10431,SFH,1967,38
10432,SFH,1990,32
10433,SFH,2007,18
10434,SFH,1966,45
10435,SFH,1919,21
10436,SFH,1912,21
10437,SFH,1924,25
10438,SFH,1924,16
10439,SFH,1922,54
10440,SFH,2006,54
10441,SFH,1935,46
10442,SFH,1943,46
10443,SFH,1956,50
10444,SFH,1960,24
10445,SFH,1983,47
10446,SFH,1994,47
10447,SFH,1909,18
10448,SFH,1995,44
10449,SFH,2014,42
10450,SFH,1969,18
10451,SFH,1935,32
10452,SFH,1956,14
10453,SFH,1904,58
10454,SFH,1958,14
10455,SFH,1983,33
10456,SFH,1954,38
10457,SFH,1906,28
10458,SFH,1987,55
10459,SFH,1980,40
10460,SFH,1958,41
10461,SFH,1919,11
10462,SFH,1994,44
10463,SFH,1930,20
10464,SFH,2001,17
10465,SFH,2010,16
10466,SFH,2009,57
10467,SFH,1940,52
10468,SFH,1975,44
10469,SFH,1958,30
10470,SFH,1940,51
10471,SFH,1902,40
10472,SFH,1982,23
10473,SFH,1944,50
10474,SFH,1963,58
10475,SFH,2004,51
10476,SFH,1939,23
10477,SFH,1950,56
10478,SFH,1976,37
10479,SFH,1949,24
10480,SFH,1944,45
10481,SFH,2002,23
10482,SFH,1911,55
10483,SFH,1953,11
10484,SFH,1919,18
10485,SFH,1925,10
10486,SFH,1998,45
10487,SFH,1907,22
10488,SFH,1987,43
10489,SFH,1961,38
10490,SFH,2003,28
10491,SFH,1922,23
10492,SFH,2019,22
10493,SFH,1984,45
10494,SFH,1981,57
10495,SFH,1903,34
10496,SFH,1976,29
10497,SFH,1992,21
10498,SFH,1972,33
10499,SFH,1988,15
10500,SFH,1934,23
10501,SFH,1920,14
10502,SFH,1936,52
10503,SFH,1981,15
10504,SFH,1901,30
10505,SFH,1969,19
10506,SFH,1957,36
10507,SFH,2018,51
10508,SFH,1998,11
10509,SFH,1914,37
10510,SFH,1935,15
10511,SFH,1958,34
10512,SFH,2002,14
10513,SFH,1965,12
10514,SFH,1998,30
10515,SFH,1991,18
10516,SFH,2009,28
10517,SFH,1991,31
10518,SFH,2012,41
10519,SFH,1919,35
10520,SFH,1910,34
10521,SFH,1981,14
10522,SFH,1902,27
10523,SFH,2010,56
10524,SFH,1974,47
10525,SFH,2004,42
10526,SFH,1959,16
10527,SFH,1933,11
10528,SFH,2001,19
10529,SFH,1913,50
10530,SFH,1984,36
10531,SFH,1992,52
10532,SFH,1995,45
10533,SFH,1907,42
10534,SFH,1916,39
10535,SFH,1921,30
10536,SFH,1913,27
10537,SFH,2007,18
10538,SFH,1978,44
10539,SFH,1943,36
10540,SFH,1967,36
10541,SFH,2007,58
10542,SFH,1996,27
10543,SFH,1983,29
10544,SFH,1940,34
10545,SFH,1982,12
10546,SFH,1928,32
10547,SFH,1920,25
10548,SFH,2009,42
10549,SFH,1945,15
10550,SFH,1930,19
10551,SFH,1904,51
10552,SFH,1913,46
10553,SFH,1970,47
10554,SFH,1951,22
10555,SFH,1968,11
10556,SFH,1929,52
10557,SFH,1993,17
10558,SFH,1913,36
10559,SFH,2018,20
10560,SFH,1941,16
10561,SFH,2009,18
10562,SFH,1977,36
10563,SFH,1937,54
10564,SFH,1937,16
10565,SFH,1915,47
10566,SFH,1940,29
10567,SFH,1929,10
10568,SFH,1912,55
10569,SFH,1992,23
10570,SFH,2010,37
10571,SFH,2001,48
10572,SFH,1920,51
10573,SFH,1933,17
10574,SFH,1994,18
10575,SFH,1971,37
10576,SFH,1901,36
10577,SFH,1967,13
10578,SFH,1900,27
10579,SFH,1927,58
10580,SFH,1959,32
10581,SFH,1959,55
10582,SFH,1912,57
10583,SFH,2003,15
10584,SFH,2018,19
10585,SFH,1934,32
10586,SFH,1984,18
10587,SFH,1951,39
10588,SFH,1942,46
10589,SFH,1914,19
10590,SFH,2004,28
10591,SFH,1906,56
10592,SFH,1927,17
10593,SFH,1976,27
10594,SFH,1943,19
10595,SFH,1922,28
10596,SFH,2018,55
10597,SFH,1933,44
10598,SFH,1954,48
10599,SFH,1990,14
10600,SFH,1953,51
10601,SFH,1944,18
10602,SFH,1920,35
10603,SFH,2000,21
10604,SFH,1936,34
10605,SFH,1927,16
10606,SFH,1925,55
10607,SFH,2000,19
10608,SFH,1937,35
10609,SFH,2001,23
10610,SFH,1979,17
10611,SFH,1959,44
10612,SFH,1911,59
10613,SFH,1930,23
10614,SFH,1949,52
10615,SFH,2005,51
10616,SFH,1973,47
10617,SFH,1953,31
10618,SFH,1909,38
10619,SFH,1976,39
10620,SFH,2016,21
10621,SFH,1905,33
10622,SFH,1953,29
10623,SFH,2013,26
10624,SFH,1993,51
10625,SFH,2005,14
10626,SFH,2003,49
10627,SFH,1982,11
10628,SFH,1917,48
10629,SFH,1939,29
10630,SFH,1977,15
10631,SFH,1910,43
10632,SFH,1974,30
10633,SFH,2011,57
10634,SFH,1944,18
10635,SFH,1959,38
10636,SFH,1950,22
10637,SFH,1990,33
10638,SFH,1911,19
10639,SFH,1927,20
10640,SFH,1905,54
10641,SFH,1916,21
10642,SFH,1979,55
10643,SFH,1993,59
10644,SFH,1989,46
10645,SFH,1981,33
10646,SFH,1982,20
10647,SFH,2000,40
10648,SFH,1990,42
10649,SFH,1929,56
10650,SFH,2016,36
10651,SFH,2008,50
10652,SFH,1944,39
10653,SFH,1999,25
10654,SFH,1962,25
10655,SFH,1989,36
10656,SFH,1922,50
10657,SFH,1980,44
10658,SFH,1935,22
10659,SFH,1973,52
10660,SFH,1991,55
10661,SFH,1919,28
10662,SFH,2009,36
10663,SFH,1904,27
10664,SFH,1970,36
10665,SFH,1958,21
10666,SFH,1944,39
10667,SFH,1968,14
10668,SFH,2005,17
10669,SFH,1903,57
10670,SFH,1985,56
10671,SFH,1998,31
10672,SFH,1986,18
10673,SFH,2014,21
10674,SFH,1986,49
10675,SFH,1963,48
10676,SFH,2019,51
10677,SFH,1954,21
10678,SFH,1957,55
10679,SFH,1939,20
10680,SFH,1907,53
10681,SFH,1916,33
10682,SFH,1924,48
10683,SFH,1940,41
10684,SFH,1941,12
10685,SFH,1940,49
10686,SFH,1912,22
10687,SFH,1901,29
10688,SFH,1992,30
10689,SFH,1959,33
10690,SFH,1921,50
10691,SFH,1926,50
10692,SFH,1923,29
10693,SFH,1959,36
10694,SFH,2012,49
10695,SFH,1972,17
10696,SFH,1971,10
10697,SFH,1986,19
10698,SFH,1915,54
10699,SFH,1953,33
10700,SFH,1965,19
10701,SFH,1935,26
10702,SFH,1972,24
10703,SFH,1916,41
10704,SFH,1961,47
10705,SFH,1942,17
10706,SFH,2010,17
10707,SFH,1948,56
10708,SFH,1985,12
10709,SFH,1919,25
10710,SFH,1954,28
10711,SFH,1970,23
10712,SFH,1924,31
10713,SFH,1941,44
10714,SFH,1938,55
10715,SFH,1948,34
10716,SFH,1927,45
10717,SFH,1923,20
10718,SFH,1988,15
10719,SFH,2012,55
10720,SFH,1955,38
10721,SFH,1939,36
10722,SFH,1979,46
10723,SFH,1973,17
10724,SFH,1914,29
10725,SFH,2017,23
10726,SFH,1938,16
10727,SFH,1986,28
10728,SFH,1903,14
10729,SFH,1941,14
10730,SFH,2005,40
10731,SFH,2009,31
10732,SFH,1913,51
10733,SFH,1900,59
10734,SFH,1943,18
10735,SFH,1934,32
10736,SFH,1969,15
10737,SFH,1998,27
10738,SFH,2019,13
10739,SFH,1964,47
10740,SFH,1952,28
10741,SFH,1923,24
10742,SFH,1959,25
10743,SFH,2004,45
10744,SFH,1932,29
10745,SFH,1908,33
10746,SFH,1967,58
10747,SFH,1916,53
10748,SFH,2012,53
10749,SFH,1914,22
10750,SFH,2013,26
10751,SFH,1958,12
10752,SFH,1977,50
10753,SFH,1909,59
10754,SFH,1968,10
10755,SFH,1925,41
10756,SFH,1908,20
10757,SFH,1956,24
10758,SFH,1971,52
10759,SFH,1931,14
10760,SFH,1920,15
10761,SFH,1932,24
10762,SFH,1963,15
10763,SFH,1907,50
10764,SFH,1965,56
10765,SFH,1998,50
10766,SFH,1943,28
10767,SFH,1953,43
10768,SFH,1912,54
10769,SFH,2012,58
10770,SFH,2017,13
10771,SFH,1902,20
10772,SFH,1945,42
10773,SFH,1995,21
10774,SFH,1985,16
10775,SFH,1982,50
10776,SFH,1923,13
10777,SFH,1940,38
10778,SFH,1919,30
10779,SFH,1936,12
10780,SFH,1903,23
10781,SFH,1990,48
10782,SFH,1945,50
10783,SFH,1947,11
10784,SFH,1936,11
10785,SFH,1922,18
10786,SFH,1971,29
10787,SFH,1946,57
10788,SFH,1970,44
10789,SFH,1972,11
10790,SFH,1927,23
10791,SFH,2018,24
10792,SFH,1986,48
10793,SFH,1958,33
10794,SFH,1981,17
10795,SFH,1946,54
10796,SFH,1937,10
10797,SFH,1963,26
10798,SFH,1998,49
10799,SFH,1991,17
10800,SFH,1900,32
10801,SFH,1973,48
10802,SFH,1946,21
10803,SFH,1914,36
10804,SFH,1900,23
10805,SFH,1986,42
10806,SFH,1963,46
10807,SFH,1947,26
10808,SFH,2015,23
10809,SFH,2018,28
10810,SFH,1999,58
10811,SFH,1996,43
10812,SFH,1925,47
10813,SFH,1996,49
10814,SFH,1978,33
10815,SFH,1905,37
10816,SFH,1957,15
10817,SFH,1945,29
10818,SFH,1955,20
10819,SFH,2012,26
10820,SFH,1922,20
10821,SFH,1949,44
10822,SFH,1914,43
10823,SFH,1920,44
10824,SFH,1986,18
10825,SFH,1993,32
10826,SFH,1981,34
10827,SFH,1962,46
10828,SFH,1960,30
10829,SFH,1958,28
10830,SFH,1984,25
10831,SFH,1907,18
10832,SFH,1978,54
10833,SFH,2005,42
10834,SFH,1941,31
10835,SFH,1948,59
10836,SFH,1959,59
10837,SFH,1907,45
10838,SFH,1973,26
10839,SFH,1994,33
10840,SFH,1906,28
10841,SFH,1902,12
10842,SFH,1990,41
10843,SFH,1992,49
10844,SFH,1984,24
10845,SFH,1932,38
10846,SFH,1949,29
10847,SFH,1993,24
10848,SFH,1972,22
10849,SFH,1994,15
10850,SFH,1900,52
10851,SFH,1953,29
10852,SFH,2004,51
10853,SFH,1950,48
10854,SFH,2003,30
10855,SFH,1966,36
10856,SFH,1973,16
10857,SFH,1979,40
10858,SFH,1931,17
10859,SFH,1903,10
10860,SFH,1913,31
10861,SFH,2008,32
10862,SFH,1904,44
10863,SFH,2005,36
10864,SFH,1948,24
10865,SFH,1979,47
10866,SFH,1912,48
10867,SFH,2005,28
10868,SFH,1903,19
10869,SFH,1911,35
10870,SFH,2016,36
10871,SFH,2002,25
10872,SFH,2003,44
10873,SFH,2003,26
10874,SFH,1957,34
10875,SFH,2014,34
10876,SFH,2011,58
10877,SFH,2018,32
10878,SFH,1923,14
10879,SFH,1984,18
10880,SFH,1939,51
10881,SFH,1987,58
10882,SFH,1952,10
10883,SFH,1943,40
10884,SFH,1991,27
10885,SFH,1919,26
10886,SFH,1999,38
10887,SFH,1957,13
10888,SFH,1992,15
10889,SFH,1923,41
10890,SFH,1973,11
10891,SFH,1994,55
10892,SFH,1938,44
10893,SFH,2000,22
10894,SFH,1910,18
10895,SFH,1939,20
10896,SFH,1929,44
10897,SFH,1966,55
10898,SFH,1925,10
10899,SFH,1929,55
10900,SFH,1968,11
10901,SFH,1989,28
10902,SFH,1918,57
10903,SFH,1928,30
10904,SFH,2002,10
10905,SFH,1932,58
10906,SFH,2015,36
10907,SFH,1938,11
10908,SFH,1998,29
10909,SFH,1944,49
10910,SFH,2013,38
10911,SFH,1921,58
10912,SFH,1959,20
10913,SFH,2013,15
10914,SFH,1942,43
10915,SFH,1961,35
10916,SFH,1987,40
10917,SFH,2007,46
10918,SFH,1919,19
10919,SFH,1986,18
10920,SFH,1993,37
10921,SFH,2004,48
10922,SFH,1962,40
10923,SFH,1929,36
10924,SFH,1902,15
10925,SFH,1996,38
10926,SFH,1950,15
10927,SFH,1900,45
10928,SFH,1949,18
10929,SFH,1928,53
10930,SFH,1994,43
10931,SFH,1968,25
10932,SFH,1918,34
10933,SFH,1933,55
10934,SFH,2016,24
10935,SFH,1916,12
10936,SFH,2018,38
10937,SFH,1943,52
10938,SFH,1987,52
10939,SFH,1916,37
10940,SFH,1955,39
10941,SFH,1905,35
10942,SFH,2008,20
10943,SFH,1906,54
10944,SFH,1903,35
10945,SFH,1979,46
10946,SFH,1912,57
10947,SFH,1905,49
10948,SFH,1999,12
10949,SFH,2006,18
10950,SFH,2008,18
10951,SFH,1974,44
10952,SFH,1967,45
10953,SFH,2011,19
10954,SFH,1969,36
10955,SFH,1991,33
10956,SFH,1901,37
10957,SFH,1908,25
10958,SFH,1999,55
10959,SFH,1969,35
10960,SFH,2014,58
10961,SFH,1926,27
10962,SFH,1935,25
10963,SFH,1949,13
10964,SFH,1940,45
10965,SFH,1907,19
10966,SFH,2012,52
10967,SFH,1960,53
10968,SFH,1988,54
10969,SFH,1997,31
10970,SFH,2006,44
10971,SFH,1983,39
10972,SFH,1924,55
10973,SFH,1993,31
10974,SFH,1921,51
10975,SFH,1925,56
10976,SFH,1975,12
10977,SFH,1920,51
10978,SFH,1961,22
10979,SFH,2007,31
10980,SFH,2010,16
10981,SFH,1925,38
10982,SFH,1992,18
10983,SFH,1974,57
10984,SFH,1972,30
10985,SFH,1982,47
10986,SFH,1929,18
10987,SFH,1917,21
10988,SFH,1958,31
10989,SFH,1999,20
10990,SFH,1907,49
10991,SFH,1956,10
10992,SFH,2001,29
10993,SFH,2017,20
10994,SFH,1968,32
10995,SFH,1937,19
10996,SFH,1934,18
10997,SFH,1939,35
10998,SFH,2004,34
10999,SFH,1930,32
11000,SFH,1937,22
11001,SFH,1919,37
11002,SFH,1940,32
11003,SFH,2006,23
11004,SFH,1938,51
11005,SFH,1937,29
11006,SFH,1990,13
11007,SFH,1932,53
11008,SFH,1939,13
11009,SFH,1971,48
11010,SFH,1993,59
11011,SFH,1959,58
11012,SFH,1921,56
11013,SFH,1996,49
11014,SFH,1978,40
11015,SFH,1941,48
11016,SFH,1999,17
11017,SFH,2018,25
11018,SFH,1900,30
11019,SFH,2019,18
11020,SFH,1910,20
11021,SFH,1954,15
11022,SFH,1931,20
11023,SFH,1965,24
11024,SFH,1941,18
11025,SFH,1912,23
11026,SFH,1912,24
11027,SFH,1991,41
11028,SFH,2013,33
11029,SFH,1994,34
11030,SFH,1995,38
11031,SFH,1985,59
11032,SFH,1930,53
11033,SFH,1989,10
11034,SFH,1900,52
11035,SFH,1949,40
11036,SFH,1972,45
11037,SFH,1979,28
11038,SFH,1954,19
11039,SFH,1979,15
11040,SFH,1980,40
11041,SFH,1920,16
11042,SFH,1996,12
11043,SFH,1984,58
11044,SFH,1998,29
11045,SFH,1929,29
11046,SFH,1903,18
11047,SFH,1977,44
11048,SFH,1959,31
11049,SFH,1987,59
11050,SFH,1970,36
11051,SFH,1911,19
11052,SFH,1967,30
11053,SFH,1963,24
11054,SFH,1902,27
11055,SFH,1961,44
11056,SFH,1944,59
11057,SFH,1980,39
11058,SFH,1914,19
11059,SFH,1905,14
11060,SFH,1990,45
11061,SFH,2001,35
11062,SFH,2017,34
11063,SFH,1905,57
11064,SFH,1931,16
11065,SFH,1969,36
11066,SFH,1979,50
11067,SFH,1979,26
11068,SFH,1972,57
11069,SFH,1987,20
11070,SFH,1942,13
11071,SFH,1900,55
11072,SFH,1980,53
11073,SFH,1968,58
11074,SFH,1928,15
11075,SFH,1979,35
11076,SFH,1959,53
11077,SFH,1986,12
11078,SFH,1915,36
11079,SFH,1909,57
11080,SFH,1999,53
11081,SFH,1979,13
11082,SFH,2016,26
11083,SFH,1979,19
11084,SFH,1949,11
11085,SFH,1988,21
11086,SFH,1967,53
11087,SFH,1933,16
11088,SFH,1921,16
11089,SFH,1984,54
11090,SFH,1975,44
11091,SFH,1943,29
11092,SFH,1913,14
11093,SFH,1944,59
11094,SFH,1956,11
11095,SFH,1940,26
11096,SFH,1974,51
11097,SFH,1911,20
11098,SFH,1927,34
11099,SFH,1911,19
11100,SFH,1963,40
11101,SFH,1999,43
11102,SFH,1963,39
11103,SFH,1913,53
11104,SFH,1981,56
11105,SFH,1985,18
11106,SFH,2013,52
11107,SFH,1950,42
11108,SFH,1907,15
11109,SFH,1932,55
11110,SFH,1902,52
11111,SFH,1900,50
11112,SFH,2018,54
11113,SFH,1939,30
11114,SFH,2012,22
11115,SFH,1969,50
11116,SFH,2003,15
11117,SFH,1912,56
11118,SFH,1970,47
11119,SFH,1906,37
11120,SFH,1916,23
11121,SFH,1965,58
11122,SFH,1931,21
11123,SFH,1911,59
11124,SFH,2019,24
11125,SFH,1961,46
11126,SFH,1968,39
11127,SFH,2017,46
11128,SFH,1910,20
11129,SFH,1961,41
11130,SFH,1910,48
11131,SFH,1962,12
11132,SFH,1975,40
